databank	nb_OTU	dataset	set_number	amplicon	abundance_law	method	Genus	Family	Order	Class	Phylum	OTU lost	OTU false
utax	500sp	dataset_3	set7	V3V4	powerlaw	mothur	3.88593891059	1.43356187909	1.09068583566	0.918040348536	0.770597110843	-43	2593
utax	500sp	dataset_3	set8	V3V4	powerlaw	mothur	6.12153714724	3.08763807461	1.73331195564	1.59758510563	1.40316505122	-42	3508
utax	500sp	dataset_3	set9	V3V4	powerlaw	mothur	4.05133341325	2.21439443242	1.94521556277	1.78525604103	0.780725637016	-44	3414
utax	500sp	dataset_3	set10	V3V4	powerlaw	mothur	4.40986518629	1.9878917157	1.69458213976	1.36530655221	0.889142541475	-44	3446
utax	500sp	dataset_4	set1	V3V4	powerlaw	mothur	4.0514919422	2.37041420451	1.38999578703	1.05113162801	0.851435062307	-36	3791
utax	500sp	dataset_4	set2	V3V4	powerlaw	mothur	4.2744751345	2.28789933256	1.92114535701	1.73209312143	1.71440703714	-37	2477
utax	500sp	dataset_4	set3	V3V4	powerlaw	mothur	6.49141357154	1.94749536288	1.23712004333	1.11885088268	0.717446611955	-34	3162
utax	500sp	dataset_4	set4	V3V4	powerlaw	mothur	4.05036577363	1.76713680443	1.31748700664	1.20828270999	0.892241012989	-35	3060
utax	500sp	dataset_4	set5	V3V4	powerlaw	mothur	7.43137113496	2.28864169852	2.09587624413	1.86935132668	1.41489506308	-37	3167
utax	500sp	dataset_4	set6	V3V4	powerlaw	mothur	3.61844665564	1.97860654985	1.76980360821	1.45766641726	1.25862838375	-35	2762
utax	500sp	dataset_4	set7	V3V4	powerlaw	mothur	3.98688437085	1.64435473686	1.16609017541	0.975206377691	0.636037357846	-35	3606
utax	500sp	dataset_4	set8	V3V4	powerlaw	mothur	6.37114948104	1.57088656202	1.32625152811	1.21950966283	0.600341206419	-38	4181
utax	500sp	dataset_4	set9	V3V4	powerlaw	mothur	2.9826254642	1.58841073845	1.31259511911	1.18353641993	0.817514865512	-36	4766
utax	500sp	dataset_4	set10	V3V4	powerlaw	mothur	4.49972630495	2.13654348899	1.56201716279	1.40595308338	1.18224227063	-34	3833
utax	500sp	dataset_5	set1	V3V4	powerlaw	mothur	2.83770048773	1.63219466011	1.25767935305	1.14436077614	0.772568133245	-36	3415
